Make,Year,Engine Size (L),Fuel Type,Average_Price
Chevrolet,2016,3.4,Diesel,45098.3
Chevrolet,2016,3.4,Electric,52917.95
Chevrolet,2016,3.5,Hybrid,43685.67
Chevrolet,2016,3.6,Diesel,62739.94
Chevrolet,2016,3.6,Electric,33617.83
Chevrolet,2016,3.6,Hybrid,34488.8
Chevrolet,2016,3.7,Hybrid,33478.77
Chevrolet,2016,4.1,Electric,31501.7
Chevrolet,2016,4.1,Petrol,50189.63
Chevrolet,2016,4.2,Diesel,23751.35
Chevrolet,2016,4.2,Hybrid,54470.76
Chevrolet,2016,4.3,Electric,63395.55
Chevrolet,2016,4.3,Hybrid,73867.31
Chevrolet,2016,4.4,Petrol,26573.67
Chevrolet,2016,4.7,Electric,22570.0
Chevrolet,2016,4.7,Hybrid,58109.71
Chevrolet,2016,4.8,Diesel,75735.29
Chevrolet,2016,4.8,Electric,33376.2
Chevrolet,2016,4.8,Hybrid,34852.85
Chevrolet,2016,4.8,Petrol,58882.68
Chevrolet,2016,4.9,Diesel,45277.19
Chevrolet,2016,5.0,Diesel,57637.18
Chevrolet,2016,5.0,Hybrid,70469.58
Chevrolet,2017,1.1,Diesel,65675.59
Chevrolet,2017,1.1,Electric,21229.31
Chevrolet,2017,1.1,Hybrid,63055.36
Chevrolet,2017,1.2,Electric,35986.84
Chevrolet,2017,1.3,Diesel,57696.57
Chevrolet,2017,1.3,Petrol,63040.61
Chevrolet,2017,1.4,Diesel,65628.56
Chevrolet,2017,1.5,Diesel,32856.46
Chevrolet,2017,1.5,Hybrid,63634.65
Chevrolet,2017,1.5,Petrol,63219.79
Chevrolet,2017,1.6,Hybrid,20610.49
Chevrolet,2017,1.6,Petrol,66185.07
Chevrolet,2017,1.7,Petrol,65289.37
Chevrolet,2017,1.8,Diesel,54129.96
Chevrolet,2017,1.9,Electric,54153.98
Chevrolet,2017,1.9,Petrol,66264.56
Chevrolet,2017,2.0,Hybrid,66391.58
Chevrolet,2017,2.1,Diesel,53165.01
Chevrolet,2017,2.1,Electric,59224.16
Chevrolet,2017,2.1,Petrol,70149.43
Chevrolet,2017,2.2,Electric,32870.87
Chevrolet,2017,2.3,Diesel,22578.8
Chevrolet,2017,2.4,Diesel,37264.38
Chevrolet,2017,2.6,Electric,25948.55
Chevrolet,2017,2.6,Hybrid,19991.65
Chevrolet,2017,2.6,Petrol,43216.67
Chevrolet,2017,2.7,Petrol,47156.09
Chevrolet,2017,2.8,Diesel,76180.29
Chevrolet,2017,2.8,Petrol,67754.54
Chevrolet,2017,2.9,Electric,67939.4
Chevrolet,2017,3.0,Hybrid,71144.39
Chevrolet,2017,3.1,Electric,18669.54
Chevrolet,2017,3.2,Diesel,38240.86
Chevrolet,2017,3.2,Hybrid,52102.19
Chevrolet,2017,3.2,Petrol,43335.59
Chevrolet,2017,3.3,Diesel,33790.3
Chevrolet,2017,3.3,Hybrid,75736.95
Chevrolet,2017,3.3,Petrol,61311.66
Chevrolet,2017,3.4,Electric,15489.58
Chevrolet,2017,3.5,Electric,31902.25
Chevrolet,2017,3.5,Hybrid,50435.61
Chevrolet,2017,3.5,Petrol,36452.72
Chevrolet,2017,3.6,Hybrid,24287.55
Chevrolet,2017,3.6,Petrol,59217.45
Chevrolet,2017,3.7,Electric,53648.51
Chevrolet,2017,3.7,Hybrid,77503.73
Chevrolet,2017,3.8,Petrol,31589.62
Chevrolet,2017,3.9,Diesel,32052.34
Chevrolet,2017,3.9,Electric,72431.21
Chevrolet,2017,3.9,Hybrid,59537.66
Chevrolet,2017,4.0,Electric,59329.78
Chevrolet,2017,4.0,Hybrid,49721.0
Chevrolet,2017,4.1,Electric,50300.59
Chevrolet,2017,4.1,Hybrid,67682.84
Chevrolet,2017,4.1,Petrol,76374.86
Chevrolet,2017,4.2,Hybrid,78421.44
Chevrolet,2017,4.3,Diesel,74925.92
Chevrolet,2017,4.3,Electric,54567.0
Chevrolet,2017,4.3,Hybrid,19464.38
Chevrolet,2017,4.3,Petrol,33719.21
Chevrolet,2017,4.4,Diesel,55388.05
Chevrolet,2017,4.4,Petrol,75680.87
Chevrolet,2017,4.5,Diesel,41910.6
Chevrolet,2017,4.5,Electric,47995.98
Chevrolet,2017,4.5,Petrol,78215.85
Chevrolet,2017,4.6,Diesel,29971.72
Chevrolet,2017,4.6,Hybrid,42183.44
Chevrolet,2017,4.6,Petrol,53953.51
Chevrolet,2017,4.8,Petrol,60098.59
Chevrolet,2017,4.9,Hybrid,77560.86
Chevrolet,2017,5.0,Electric,75900.1
Chevrolet,2018,1.0,Hybrid,45982.71
Chevrolet,2018,1.1,Hybrid,54880.92
Chevrolet,2018,1.2,Diesel,59784.51
Chevrolet,2018,1.2,Electric,21957.8
Chevrolet,2018,1.4,Electric,36724.94
Chevrolet,2018,1.4,Hybrid,61908.34
Chevrolet,2018,1.6,Hybrid,43427.38
Chevrolet,2018,1.6,Petrol,25503.79
Chevrolet,2018,1.8,Hybrid,46268.2
Chevrolet,2018,1.9,Diesel,70041.54
Chevrolet,2018,1.9,Electric,38186.87
Chevrolet,2018,2.0,Electric,42986.6
Chevrolet,2018,2.0,Petrol,43668.52
Chevrolet,2018,2.1,Petrol,67420.13
Chevrolet,2018,2.2,Diesel,60935.88
Chevrolet,2018,2.3,Diesel,67368.2
Chevrolet,2018,2.3,Electric,39752.76
Chevrolet,2018,2.3,Hybrid,61210.22
Chevrolet,2018,2.3,Petrol,62448.4
Chevrolet,2018,2.5,Diesel,76310.9
Chevrolet,2018,2.7,Electric,64124.31
Chevrolet,2018,2.7,Hybrid,25748.86
Chevrolet,2018,2.8,Electric,45636.54
Chevrolet,2018,2.8,Hybrid,63455.48
Chevrolet,2018,2.8,Petrol,41942.58
Chevrolet,2018,2.9,Hybrid,37556.77
Chevrolet,2018,2.9,Petrol,46017.1
Chevrolet,2018,3.0,Hybrid,30523.17
Chevrolet,2018,3.1,Diesel,43477.83
Chevrolet,2018,3.1,Electric,32405.75
Chevrolet,2018,3.1,Hybrid,36334.99
Chevrolet,2018,3.2,Electric,69983.24
Chevrolet,2018,3.2,Petrol,26016.09
Chevrolet,2018,3.3,Diesel,36664.41
Chevrolet,2018,3.3,Electric,48777.06
Chevrolet,2018,3.3,Hybrid,66785.98
Chevrolet,2018,3.4,Electric,37606.36
Chevrolet,2018,3.6,Diesel,41775.68
Chevrolet,2018,3.6,Hybrid,29748.97
Chevrolet,2018,3.6,Petrol,16982.05
Chevrolet,2018,3.7,Diesel,76539.86
Chevrolet,2018,3.7,Hybrid,31849.02
Chevrolet,2018,3.8,Electric,17001.23
Chevrolet,2018,3.8,Hybrid,73782.95
Chevrolet,2018,3.8,Petrol,39780.25
Chevrolet,2018,3.9,Diesel,69058.73
Chevrolet,2018,3.9,Electric,45650.24
Chevrolet,2018,3.9,Hybrid,49394.52
Chevrolet,2018,3.9,Petrol,51723.87
Chevrolet,2018,4.0,Electric,46648.07
Chevrolet,2018,4.0,Petrol,79147.54
Chevrolet,2018,4.1,Electric,47509.98
Chevrolet,2018,4.2,Diesel,37003.53
Chevrolet,2018,4.2,Hybrid,47902.23
Chevrolet,2018,4.2,Petrol,29078.0
Chevrolet,2018,4.3,Hybrid,74308.73
Chevrolet,2018,4.3,Petrol,41234.36
Chevrolet,2018,4.4,Diesel,34791.37
Chevrolet,2018,4.4,Electric,35094.51
Chevrolet,2018,4.4,Hybrid,70398.36
Chevrolet,2018,4.6,Diesel,49095.84
Chevrolet,2018,4.6,Electric,46046.84
Chevrolet,2018,4.6,Petrol,47286.04
Chevrolet,2018,4.8,Petrol,30379.97
Chevrolet,2018,4.9,Electric,55793.71
Chevrolet,2018,4.9,Hybrid,56517.18
Chevrolet,2018,4.9,Petrol,38996.23
Chevrolet,2019,1.0,Petrol,63838.5
Chevrolet,2019,1.1,Diesel,42177.89
Chevrolet,2019,1.1,Hybrid,72104.48
Chevrolet,2019,1.1,Petrol,34245.26
Chevrolet,2019,1.2,Electric,22440.67
Chevrolet,2019,1.2,Hybrid,75445.91
Chevrolet,2019,1.2,Petrol,16639.67
Chevrolet,2019,1.3,Diesel,60624.45
Chevrolet,2019,1.3,Hybrid,75809.89
Chevrolet,2019,1.4,Hybrid,35732.05
Chevrolet,2019,1.4,Petrol,21055.71
Chevrolet,2019,1.5,Diesel,49580.88
Chevrolet,2019,1.5,Petrol,70318.08
Chevrolet,2019,1.6,Diesel,16195.39
Chevrolet,2019,1.6,Electric,60039.34
Chevrolet,2019,1.6,Petrol,25344.0
Chevrolet,2019,1.7,Diesel,18312.4
Chevrolet,2019,1.8,Diesel,44320.83
Chevrolet,2019,1.8,Electric,16566.53
Chevrolet,2019,1.8,Hybrid,66769.58
Chevrolet,2019,2.0,Diesel,15851.83
Chevrolet,2019,2.0,Hybrid,55822.28
Chevrolet,2019,2.1,Diesel,26377.04
Chevrolet,2019,2.1,Electric,71476.5
Chevrolet,2019,2.1,Hybrid,73491.81
Chevrolet,2019,2.2,Diesel,38874.23
Chevrolet,2019,2.2,Electric,32158.72
Chevrolet,2019,2.3,Diesel,69435.29
Chevrolet,2019,2.3,Hybrid,24182.69
Chevrolet,2019,2.3,Petrol,70532.55
Chevrolet,2019,2.4,Diesel,72532.0
Chevrolet,2019,2.4,Hybrid,19848.08
Chevrolet,2019,2.4,Petrol,49208.89
Chevrolet,2019,2.5,Diesel,59249.13
Chevrolet,2019,2.6,Diesel,51528.24
Chevrolet,2019,2.6,Electric,45862.59
Chevrolet,2019,2.6,Hybrid,49393.22
Chevrolet,2019,2.6,Petrol,16505.24
Chevrolet,2019,2.7,Diesel,75864.95
Chevrolet,2019,2.7,Petrol,35046.48
Chevrolet,2019,2.8,Diesel,72992.15
Chevrolet,2019,2.8,Electric,65679.89
Chevrolet,2019,3.0,Diesel,56244.47
Chevrolet,2019,3.0,Electric,46543.48
Chevrolet,2019,3.0,Hybrid,56798.78
Chevrolet,2019,3.0,Petrol,50657.06
Chevrolet,2019,3.1,Diesel,62390.22
Chevrolet,2019,3.2,Electric,19548.36
Chevrolet,2019,3.2,Hybrid,27740.68
Chevrolet,2019,3.3,Electric,30436.66
Chevrolet,2019,3.3,Hybrid,78000.29
Chevrolet,2019,3.5,Petrol,24536.11
Chevrolet,2019,3.6,Diesel,41416.01
Chevrolet,2019,3.7,Petrol,74908.6
Chevrolet,2019,3.8,Electric,66095.86
Chevrolet,2019,3.8,Hybrid,68699.05
Chevrolet,2019,3.8,Petrol,54019.2
Chevrolet,2019,3.9,Diesel,74082.98
Chevrolet,2019,3.9,Petrol,41818.35
Chevrolet,2019,4.0,Petrol,32661.31
Chevrolet,2019,4.1,Diesel,40593.64
Chevrolet,2019,4.1,Hybrid,52296.34
Chevrolet,2019,4.1,Petrol,59761.4
Chevrolet,2019,4.2,Hybrid,43434.64
Chevrolet,2019,4.3,Electric,21251.5
Chevrolet,2019,4.3,Petrol,42175.13
Chevrolet,2019,4.4,Diesel,61281.82
Chevrolet,2019,4.4,Hybrid,50527.89
Chevrolet,2019,4.5,Hybrid,22765.33
Chevrolet,2019,4.5,Petrol,24970.3
Chevrolet,2019,4.6,Electric,50622.97
Chevrolet,2019,4.6,Hybrid,56204.77
Chevrolet,2019,4.8,Hybrid,44232.97
Chevrolet,2019,4.9,Petrol,26164.27
Chevrolet,2019,5.0,Electric,29005.15
Chevrolet,2020,1.1,Diesel,59208.3
Chevrolet,2020,1.2,Diesel,79418.34
Chevrolet,2020,1.3,Electric,15349.42
Chevrolet,2020,1.3,Hybrid,32996.82
Chevrolet,2020,1.3,Petrol,27878.31
Chevrolet,2020,1.4,Diesel,50754.13
Chevrolet,2020,1.4,Electric,44311.64
Chevrolet,2020,1.5,Hybrid,74086.28
Chevrolet,2020,1.5,Petrol,57521.52
Chevrolet,2020,1.6,Diesel,35879.43
Chevrolet,2020,1.6,Petrol,17037.98
Chevrolet,2020,1.7,Diesel,39389.07
Chevrolet,2020,1.7,Hybrid,42463.96
Chevrolet,2020,1.8,Diesel,39636.87
Chevrolet,2020,1.8,Electric,49094.48
Chevrolet,2020,1.9,Diesel,46504.9
Chevrolet,2020,1.9,Electric,46848.84
Chevrolet,2020,1.9,Petrol,64843.62
Chevrolet,2020,2.0,Diesel,51220.17
Chevrolet,2020,2.0,Hybrid,59428.64
Chevrolet,2020,2.1,Petrol,35868.7
Chevrolet,2020,2.2,Hybrid,54221.03
Chevrolet,2020,2.3,Hybrid,73792.9
Chevrolet,2020,2.4,Petrol,71503.65
Chevrolet,2020,2.5,Diesel,58555.36
Chevrolet,2020,2.5,Hybrid,54678.4
Chevrolet,2020,2.6,Electric,16496.25
Chevrolet,2020,2.6,Petrol,51228.57
Chevrolet,2020,2.7,Diesel,70169.28
Chevrolet,2020,2.7,Electric,21475.28
Chevrolet,2020,2.7,Hybrid,18821.88
Chevrolet,2020,2.8,Diesel,48567.48
Chevrolet,2020,2.8,Hybrid,23846.2
Chevrolet,2020,2.9,Electric,70454.92
Chevrolet,2020,2.9,Hybrid,49288.41
Chevrolet,2020,3.0,Electric,50349.85
Chevrolet,2020,3.0,Petrol,73976.34
Chevrolet,2020,3.1,Diesel,42580.4
Chevrolet,2020,3.1,Electric,77765.03
Chevrolet,2020,3.1,Hybrid,46611.78
Chevrolet,2020,3.1,Petrol,43634.8
Chevrolet,2020,3.2,Diesel,62359.2
Chevrolet,2020,3.2,Petrol,45077.29
Chevrolet,2020,3.3,Diesel,40217.6
Chevrolet,2020,3.4,Hybrid,28902.26
Chevrolet,2020,3.5,Diesel,62060.53
Chevrolet,2020,3.5,Petrol,27289.73
Chevrolet,2020,3.6,Diesel,49105.43
Chevrolet,2020,3.6,Electric,56935.93
Chevrolet,2020,3.6,Hybrid,60942.72
Chevrolet,2020,3.7,Electric,15245.65
Chevrolet,2020,3.8,Diesel,26972.83
Chevrolet,2020,3.9,Electric,45444.46
Chevrolet,2020,3.9,Hybrid,57011.21
Chevrolet,2020,3.9,Petrol,37905.86
Chevrolet,2020,4.0,Diesel,73378.32
Chevrolet,2020,4.0,Hybrid,42673.13
Chevrolet,2020,4.0,Petrol,19444.02
Chevrolet,2020,4.1,Petrol,71736.2
Chevrolet,2020,4.2,Diesel,15665.29
Chevrolet,2020,4.2,Electric,39210.8
Chevrolet,2020,4.2,Hybrid,54890.19
Chevrolet,2020,4.3,Diesel,72401.76
Chevrolet,2020,4.3,Electric,43985.86
Chevrolet,2020,4.5,Diesel,26843.24
Chevrolet,2020,4.5,Electric,63271.3
Chevrolet,2020,4.6,Electric,55252.53
Chevrolet,2020,4.6,Hybrid,33955.88
Chevrolet,2020,4.8,Electric,24247.77
Chevrolet,2020,4.9,Diesel,38134.1
Chevrolet,2020,4.9,Hybrid,75703.95
Chevrolet,2020,4.9,Petrol,23453.04
Ford,2010,1.0,Hybrid,58975.24
Ford,2010,1.1,Diesel,70740.78
Ford,2010,1.1,Electric,35068.46
Ford,2010,1.2,Electric,70320.31
Ford,2010,1.2,Hybrid,56970.74
Ford,2010,1.2,Petrol,51037.6
Ford,2010,1.3,Diesel,58531.64
Ford,2010,1.5,Diesel,41750.44
Ford,2010,1.5,Hybrid,58164.95
Ford,2010,1.6,Hybrid,17360.76
Ford,2010,1.7,Electric,34130.78
Ford,2010,1.8,Diesel,67247.78
Ford,2010,1.8,Electric,49004.1
Ford,2010,1.8,Hybrid,29961.65
Ford,2010,1.9,Hybrid,23161.85
Ford,2010,2.1,Electric,46429.62
Ford,2010,2.2,Petrol,28705.59
Ford,2010,2.3,Diesel,37954.42
Ford,2010,2.3,Electric,76283.6
Ford,2010,2.3,Hybrid,72464.91
Ford,2010,2.3,Petrol,56661.48
Ford,2010,2.4,Diesel,51231.86
Ford,2010,2.4,Electric,60887.03
Ford,2010,2.4,Hybrid,60435.96
Ford,2010,2.5,Diesel,44141.65
Ford,2010,2.5,Hybrid,58163.4
Ford,2010,2.5,Petrol,36475.64
Ford,2010,2.6,Diesel,53389.13
Ford,2010,2.6,Electric,58630.92
Ford,2010,2.7,Electric,29002.81
Ford,2010,2.7,Hybrid,49935.72
Ford,2010,2.9,Diesel,42208.5
Ford,2010,2.9,Petrol,27724.39
Ford,2010,3.0,Petrol,54327.96
Ford,2010,3.1,Diesel,44512.65
Ford,2010,3.1,Hybrid,21845.85
Ford,2010,3.1,Petrol,42177.02
Ford,2010,3.2,Diesel,24038.21
Ford,2010,3.2,Electric,35166.55
Ford,2010,3.3,Diesel,56099.54
Ford,2010,3.3,Hybrid,42110.36
Ford,2010,3.3,Petrol,38768.84
Ford,2010,3.4,Electric,47743.37
Ford,2010,3.5,Diesel,62349.61
Ford,2010,3.5,Hybrid,26647.81
Ford,2010,3.5,Petrol,29734.99
Ford,2010,3.6,Electric,63556.17
Ford,2010,3.7,Diesel,74603.11
Ford,2010,3.7,Electric,72952.09
Ford,2010,3.7,Hybrid,72156.36
Ford,2010,3.8,Diesel,59226.49
Ford,2010,3.9,Electric,17427.13
Ford,2010,3.9,Hybrid,50185.14
Ford,2010,3.9,Petrol,64770.0
Ford,2010,4.0,Diesel,28268.83
Ford,2010,4.0,Electric,77510.26
Ford,2010,4.1,Diesel,79410.66
Ford,2010,4.1,Electric,48377.85
Ford,2010,4.1,Hybrid,75865.96
Ford,2010,4.2,Hybrid,52003.25
Ford,2010,4.2,Petrol,29595.23
Ford,2010,4.3,Electric,25326.38
Ford,2010,4.3,Hybrid,51236.2
Ford,2010,4.5,Diesel,34442.4
Ford,2010,4.5,Electric,47733.23
Ford,2010,4.6,Electric,21106.81
Ford,2010,4.7,Hybrid,18981.33
Ford,2010,4.7,Petrol,49717.98
Ford,2010,4.8,Electric,43944.1
Ford,2010,4.8,Hybrid,35137.13
Ford,2010,4.9,Diesel,73482.47
Ford,2010,4.9,Electric,46946.61
Ford,2010,5.0,Hybrid,48060.74
Ford,2011,1.1,Petrol,27973.27
Ford,2011,1.2,Petrol,16898.33
Ford,2011,1.3,Diesel,18608.97
Ford,2011,1.3,Petrol,70488.39
Ford,2011,1.4,Diesel,36488.1
Ford,2011,1.4,Electric,30704.3
Ford,2011,1.4,Hybrid,39874.3
Ford,2011,1.4,Petrol,55675.18
Ford,2011,1.7,Diesel,51621.94
Ford,2011,1.7,Electric,63974.94
Ford,2011,1.7,Petrol,44443.97
Ford,2011,1.8,Electric,42037.75
Ford,2011,1.8,Hybrid,65265.98
Ford,2011,2.0,Diesel,73127.34
Ford,2011,2.0,Electric,45610.16
Ford,2011,2.0,Petrol,40080.62
Ford,2011,2.1,Hybrid,49777.07
Ford,2011,2.2,Hybrid,32951.31
Ford,2011,2.2,Petrol,49544.64
Ford,2011,2.3,Hybrid,47566.48
Ford,2011,2.4,Diesel,21870.98
Ford,2011,2.4,Petrol,50831.53
Ford,2011,2.5,Electric,46523.8
Ford,2011,2.5,Hybrid,30948.38
Ford,2011,2.6,Diesel,59406.71
Ford,2011,2.6,Petrol,64616.84
Ford,2011,2.7,Electric,34406.24
Ford,2011,2.7,Petrol,75957.74
Ford,2011,2.8,Electric,71642.26
Ford,2011,2.9,Hybrid,51067.44
Ford,2011,3.0,Diesel,37656.52
Ford,2011,3.0,Electric,32847.19
Ford,2011,3.0,Petrol,64682.11
Ford,2011,3.1,Petrol,46176.36
Ford,2011,3.2,Hybrid,30884.02
Ford,2011,3.2,Petrol,53662.16
Ford,2011,3.3,Diesel,37071.69
Ford,2011,3.3,Electric,29038.88
Ford,2011,3.4,Diesel,44268.52
Ford,2011,3.4,Electric,56841.99
Ford,2011,3.4,Petrol,58157.91
Ford,2011,3.5,Electric,56946.74
Ford,2011,3.6,Diesel,45611.27
Ford,2011,3.6,Electric,59657.14
Ford,2011,3.7,Electric,47154.68
Ford,2011,3.8,Diesel,17185.98
Ford,2011,3.8,Petrol,66190.57
Ford,2011,3.9,Diesel,22384.75
Ford,2011,3.9,Electric,47919.2
Ford,2011,3.9,Petrol,31530.64
Ford,2011,4.0,Diesel,35683.72
Ford,2011,4.2,Diesel,74357.21
Ford,2011,4.2,Petrol,59914.91
Ford,2011,4.3,Electric,16691.62
Ford,2011,4.3,Hybrid,70569.86
Ford,2011,4.4,Diesel,38378.76
Ford,2011,4.4,Hybrid,56842.62
Ford,2011,4.5,Electric,16441.66
Ford,2011,4.5,Hybrid,44260.55
Ford,2011,4.5,Petrol,38133.14
Ford,2011,4.6,Electric,64736.64
Ford,2011,4.6,Hybrid,45414.05
Ford,2011,4.7,Diesel,62660.86
Ford,2011,4.7,Electric,72854.09
Ford,2011,4.8,Electric,22243.71
Ford,2011,4.8,Hybrid,46680.6
Ford,2011,4.8,Petrol,64422.52
Ford,2011,4.9,Hybrid,42087.19
Ford,2012,1.0,Diesel,41293.28
Ford,2012,1.0,Petrol,56680.97
Ford,2012,1.1,Electric,46472.59
Ford,2012,1.1,Petrol,47850.16
Ford,2012,1.3,Diesel,27973.55
Ford,2012,1.4,Hybrid,44558.82
Ford,2012,1.5,Diesel,69010.75
Ford,2012,1.6,Diesel,72903.77
Ford,2012,1.6,Electric,46125.92
Ford,2012,1.7,Electric,36735.17
Ford,2012,1.8,Electric,34938.75
Ford,2012,1.8,Petrol,35486.44
Ford,2012,1.9,Electric,48494.41
Ford,2012,1.9,Hybrid,34441.01
Ford,2012,2.0,Diesel,62133.02
Ford,2012,2.1,Diesel,70346.68
Ford,2012,2.1,Electric,46588.71
Ford,2012,2.1,Hybrid,45244.08
Ford,2012,2.1,Petrol,55956.57
Ford,2012,2.2,Diesel,30604.33
Ford,2012,2.3,Diesel,65853.08
Ford,2012,2.4,Electric,25845.52
Ford,2012,2.4,Petrol,48947.2
Ford,2012,2.5,Petrol,62165.1
Ford,2012,2.7,Diesel,76336.64
Ford,2012,2.7,Petrol,43925.58
Ford,2012,2.8,Diesel,20269.68
Ford,2012,2.8,Electric,18177.18
Ford,2012,2.9,Petrol,57853.73
Ford,2012,3.0,Diesel,18725.78
Ford,2012,3.0,Electric,24866.19
Ford,2012,3.0,Petrol,54019.98
Ford,2012,3.1,Diesel,61161.46
Ford,2012,3.2,Electric,40670.62
Ford,2012,3.2,Petrol,60351.69
Ford,2012,3.3,Hybrid,42982.45
Ford,2012,3.4,Diesel,72024.17
Ford,2012,3.4,Electric,66623.17
Ford,2012,3.5,Electric,74846.96
Ford,2012,3.5,Petrol,39439.08
Ford,2012,3.6,Diesel,42580.62
Ford,2012,3.6,Electric,55171.36
Ford,2012,3.6,Petrol,75750.59
Ford,2012,3.7,Petrol,39933.13
Ford,2012,3.9,Diesel,16442.62
Ford,2012,4.0,Diesel,54292.86
Ford,2012,4.0,Hybrid,40599.08
Ford,2012,4.1,Electric,79301.8
Ford,2012,4.3,Diesel,57350.31
Ford,2012,4.3,Hybrid,65082.59
Ford,2012,4.4,Diesel,24303.6
Ford,2012,4.4,Electric,67345.4
Ford,2012,4.4,Hybrid,74643.37
Ford,2012,4.5,Hybrid,53752.45
Ford,2012,4.6,Diesel,61608.94
Ford,2012,4.6,Electric,30126.9
Ford,2012,4.7,Electric,53504.98
Ford,2012,4.7,Petrol,39228.56
Ford,2012,4.8,Diesel,32549.81
Ford,2012,4.8,Electric,42703.59
Ford,2012,4.8,Hybrid,33847.04
Ford,2012,4.9,Diesel,46806.39
Ford,2012,5.0,Petrol,36605.47
Ford,2013,1.1,Diesel,43495.65
Ford,2013,1.1,Hybrid,53127.54
Ford,2013,1.2,Diesel,60634.69
Ford,2013,1.2,Petrol,45135.47
Ford,2013,1.3,Diesel,23166.95
Ford,2013,1.3,Electric,33962.16
Ford,2013,1.5,Hybrid,39876.54
Ford,2013,1.6,Diesel,40631.69
Ford,2013,1.7,Diesel,77877.62
Ford,2013,1.7,Electric,63017.66
Ford,2013,1.7,Hybrid,28696.72
Ford,2013,1.8,Petrol,64909.75
Ford,2013,1.9,Diesel,21178.55
Ford,2013,1.9,Electric,53240.02
Ford,2013,2.0,Electric,62343.46
Ford,2013,2.1,Diesel,54161.94
Ford,2013,2.1,Electric,19980.1
Ford,2013,2.1,Hybrid,67325.52
Ford,2013,2.1,Petrol,66067.67
Ford,2013,2.2,Diesel,56239.27
Ford,2013,2.2,Electric,38485.42
Ford,2013,2.2,Hybrid,51896.84
Ford,2013,2.3,Diesel,78864.02
Ford,2013,2.3,Hybrid,37555.14
Ford,2013,2.3,Petrol,39940.34
Ford,2013,2.4,Electric,28892.81
Ford,2013,2.4,Petrol,66480.24
Ford,2013,2.6,Diesel,39452.12
Ford,2013,2.6,Electric,28209.79
Ford,2013,2.8,Hybrid,55454.48
Ford,2013,2.8,Petrol,35230.39
Ford,2013,2.9,Diesel,52513.93
Ford,2013,2.9,Hybrid,36283.76
Ford,2013,2.9,Petrol,27657.09
Ford,2013,3.0,Electric,26866.79
Ford,2013,3.1,Diesel,18667.2
Ford,2013,3.1,Petrol,33823.12
Ford,2013,3.2,Diesel,55012.11
Ford,2013,3.2,Petrol,24390.01
Ford,2013,3.3,Diesel,49782.78
Ford,2013,3.3,Electric,76462.9
Ford,2013,3.3,Hybrid,49609.76
Ford,2013,3.4,Diesel,70972.22
Ford,2013,3.4,Petrol,24871.07
Ford,2013,3.5,Diesel,43767.96
Ford,2013,3.6,Hybrid,44865.76
Ford,2013,3.7,Diesel,35045.19
Ford,2013,3.8,Diesel,36594.69
Ford,2013,3.8,Hybrid,46982.22
Ford,2013,3.9,Petrol,75288.19
Ford,2013,4.0,Electric,59675.07
Ford,2013,4.0,Hybrid,57590.37
Ford,2013,4.0,Petrol,50718.27
Ford,2013,4.2,Electric,43621.33
Ford,2013,4.3,Diesel,42958.14
Ford,2013,4.4,Diesel,26260.53
Ford,2013,4.4,Hybrid,38118.12
Ford,2013,4.6,Electric,62328.21
Ford,2013,4.6,Petrol,60389.9
Ford,2013,4.7,Electric,65172.43
Ford,2013,4.7,Petrol,46649.37
Ford,2013,4.8,Diesel,39473.62
Ford,2013,4.8,Electric,75594.12
Ford,2013,4.8,Hybrid,25070.32
Ford,2013,4.8,Petrol,30535.23
Ford,2013,4.9,Electric,15455.1
Ford,2013,4.9,Petrol,62317.42
Ford,2013,5.0,Diesel,25713.51
Ford,2013,5.0,Electric,37796.57
Ford,2013,5.0,Hybrid,44970.4
Ford,2014,1.0,Diesel,24544.35
Ford,2014,1.0,Electric,23874.6
Ford,2014,1.0,Petrol,73307.83
Ford,2014,1.1,Diesel,55329.3
Ford,2014,1.1,Electric,54632.79
Ford,2014,1.2,Diesel,78652.3
Ford,2014,1.4,Hybrid,25224.15
Ford,2014,1.4,Petrol,28080.4
Ford,2014,1.5,Diesel,58709.33
Ford,2014,1.5,Petrol,56451.04
Ford,2014,1.6,Petrol,26988.08
Ford,2014,1.7,Diesel,69048.93
Ford,2014,1.7,Hybrid,54469.83
Ford,2014,1.8,Electric,23998.05
Ford,2014,1.9,Electric,63624.04
Ford,2014,1.9,Hybrid,75928.78
Ford,2014,2.0,Electric,25193.72
Ford,2014,2.0,Hybrid,73367.15
Ford,2014,2.0,Petrol,36563.26
Ford,2014,2.2,Diesel,76589.15
Ford,2014,2.3,Diesel,76536.3
Ford,2014,2.3,Petrol,38782.74
Ford,2014,2.4,Diesel,44828.53
Ford,2014,2.4,Electric,55192.18
Ford,2014,2.4,Hybrid,79476.65
Ford,2014,2.5,Hybrid,51754.22
Ford,2014,2.6,Diesel,63690.38
Ford,2014,2.6,Electric,27393.67
Ford,2014,2.6,Petrol,61536.39
Ford,2014,2.7,Diesel,25571.77
Ford,2014,2.7,Hybrid,42292.69
Ford,2014,2.7,Petrol,65483.19
Ford,2014,2.8,Diesel,39542.89
Ford,2014,2.8,Electric,31677.59
Ford,2014,2.8,Petrol,69560.01
Ford,2014,2.9,Diesel,77885.99
Ford,2014,2.9,Petrol,23673.48
Ford,2014,3.1,Hybrid,41823.52
Ford,2014,3.2,Diesel,47676.32
